%% INTEG 5.0 AVG 100.0 SMOOTH 10
1.000060	3.355000
1.000479	6.025000
1.000898	5.475000
1.001318	5.827500
1.001738	4.000000
1.002158	3.442500
1.002579	6.390000
1.003000	6.080000
1.003422	5.537500
1.003844	5.076667
1.004266	5.136786
1.004689	5.241548
1.005112	5.247976
1.005536	5.298095
1.005960	5.297976
1.006384	5.292500
1.006809	5.445833
1.007235	5.316548
1.007660	5.239286
1.008086	5.279524
1.008513	5.286071
1.008940	5.364286
1.009367	5.377143
1.009795	5.350476
1.010223	5.414405
1.010652	5.350833
1.011081	5.443333
1.011510	5.442262
1.011940	5.453929
1.012370	5.382262
1.012801	5.486905
1.013232	5.500238
1.013664	5.551310
1.014095	5.596667
1.014528	5.515000
1.014960	5.458571
1.015394	5.522024
1.015827	5.592262
1.016261	5.676667
1.016696	5.799762
1.017131	5.695714
1.017566	5.622500
1.018001	5.566786
1.018438	5.700714
1.018874	5.750833
1.019311	5.712143
1.019748	5.669286
1.020186	5.739405
1.020625	5.734762
1.021063	5.700357
1.021502	5.608333
1.021942	5.501190
1.022382	5.597143
1.022822	5.542262
1.023263	5.382024
1.023704	5.473095
1.024146	5.455833
1.024588	5.460476
1.025031	5.338810
1.025474	5.330833
1.025917	5.301190
1.026361	5.324881
1.026805	5.412143
1.027250	5.492619
1.027695	5.349881
1.028141	5.245238
1.028587	5.320357
1.029033	5.336667
1.029480	5.197619
1.029927	5.151667
1.030375	5.131190
1.030823	5.257857
1.031272	5.245357
1.031721	5.107143
1.032171	5.123452
1.032621	5.221310
1.033071	5.238571
1.033522	5.200833
1.033973	5.225476
1.034425	5.191071
1.034877	5.228214
1.035330	5.212738
1.035783	5.151310
1.036237	5.086548
1.036691	5.028810
1.037145	5.055595
1.037600	5.220952
1.038055	5.187857
1.038511	5.230357
1.038967	5.333929
1.039424	5.375714
1.039881	5.446905
1.040339	5.411548
1.040797	5.428095
1.041255	5.491905
1.041714	5.557262
1.042174	5.495476
1.042634	5.403452
1.043094	5.540595
